ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,11.43 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.57 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.79 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.98 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.17 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,17.97 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.40 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.45 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,36.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,34.79 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.98 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.94 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.96 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.02 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,30.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.81 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.20 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,24.60 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,15.96 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.54 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.89 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.00 ,PROVISIONS,V002278187
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.48 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.72 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.86 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.98 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,34.79 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.44 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.06 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,20.64 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.40 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.17 ,PROVISIONS,V002278188
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,22.50 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,43.23 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,38.70 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.94 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.68 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.25 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.40 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,54.00 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.74 ,PROVISIONS,V002278189
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.57 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,2.68 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.51 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,14.97 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.99 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.98 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,28.47 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.49 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.44 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,45.52 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.79 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.90 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,36.00 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,32.01 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.81 ,PROVISIONS,V002278190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,17.30 ,PROVISIONS,V002278191
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.24 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.22 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,24.00 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.68 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,22.04 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,72.00 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,39.34 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,41.97 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,41.79 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.99 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,42.75 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,50.48 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.71 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,15.57 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,80.00 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.94 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.30 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.00 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,42.12 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,11.85 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,30.00 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.79 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,24.74 ,PROVISIONS,V002278192
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.57 ,PROVISIONS,V002278193
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,36.00 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,33.76 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,36.00 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,45.00 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,28.82 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,58.20 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,28.14 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,66.60 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.99 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.79 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,1.95 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,27.86 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.99 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.24 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.58 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.49 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,40.00 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.94 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,11.04 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,11.43 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.86 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.99 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.99 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.33 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,18.98 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.51 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,48.24 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.99 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.98 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,16.42 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.30 ,PROVISIONS,V002278194
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,20.00 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.98 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,11.02 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.16 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.98 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.98 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.98 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.08 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,139.16 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.58 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,55.72 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,9.72 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,60.00 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,22.20 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,64.49 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.14 ,PROVISIONS,V002278195
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.25 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.80 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.99 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,36.00 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,59.01 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,45.15 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,22.50 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,27.93 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.00 ,PROVISIONS,V002278196
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.05 ,PROVISIONS,V002278196
