ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,06-Feb-25,PROPERTY AND HIGHWAYS,APEX RADIO SYSTEMS LTD,06-Feb-25,70.16,CONTRACTED SERVICES,V002322373
ROCHDALE BOROUGH COUNCIL,06-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,06-Feb-25,48.72,BUILDING MATERIALS,V002322506
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"1,460.00",OTHER LA`S - SEN PROVISION,V002322588
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(1,158.35)",OTHER LA`S - SEN PROVISION,V002322589
ROCHDALE BOROUGH COUNCIL,07-Feb-25,RESOURCES,KENNEDYS LAW LLP,07-Feb-25,0.00,INPUT VAT -  ADJUSTMENTS,V002322788
ROCHDALE BOROUGH COUNCIL,10-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,10-Feb-25,"3,453.56",ASSESSMENT CARE,V002322819
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,GREENHALGHS CRAFT BAKERY,11-Feb-25,71.30,PROVISIONS,V002322857
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,GREENHALGHS CRAFT BAKERY,11-Feb-25,60.60,PROVISIONS,V002322858
ROCHDALE BOROUGH COUNCIL,07-Feb-25,PUBLIC HEALTH,YOUR TRUST CHARITY,07-Feb-25,"4,000.00",EVENTS,V002322986
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(10,265.15)",OTHER EST - SEN PROVISION,V002323003
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,(652.18),OTHER EST - SEN PROVISION,V002323005
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(15,782.67)",OTHER EST - SEN PROVISION,V002323089
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(15,782.66)",OTHER EST - SEN PROVISION,V002323090
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(18,638.34)",OTHER EST - SEN PROVISION,V002323091
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(15,782.66)",OTHER EST - SEN PROVISION,V002323180
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"(21,666.66)",OTHER EST - SEN PROVISION,V002323357
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,5.20,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,10.06,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,0.09,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,0.29,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,0.20,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,23.27,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,19.95,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,14.85,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,9.46,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,6.47,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,6.29,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,1.37,PRINTING & STATIONERY,V002325996
ROCHDALE BOROUGH COUNCIL,11-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,11-Feb-25,14.85,EQUIPMENT - GENERAL,V002325996
ROCHDALE BOROUGH COUNCIL,10-Feb-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,10-Feb-25,113.53,REPAIRS & ALTS OF BUILDINGS,V002327325
ROCHDALE BOROUGH COUNCIL,05-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BUCHER MUNICIPAL LTD,05-Feb-25,543.20,EQUIPMENT - GENERAL,V002327620
ROCHDALE BOROUGH COUNCIL,05-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,BUCHER MUNICIPAL LTD,05-Feb-25,543.20,EQUIPMENT - GENERAL,V002327620
ROCHDALE BOROUGH COUNCIL,24-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,WILKES VENDING SERVICES LIMITED,24-Feb-25,149.49,VENDING MACHINES,V002327748
ROCHDALE BOROUGH COUNCIL,24-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,WILKES VENDING SERVICES LIMITED,24-Feb-25,149.49,VENDING MACHINES,V002327748
ROCHDALE BOROUGH COUNCIL,24-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CABINS LIMITED,24-Feb-25,75.60,CONTRACTS,V002327764
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"1,260.00",TRAVELLING GENERAL EXPENSES,V002328014
ROCHDALE BOROUGH COUNCIL,19-Feb-25,CHILDREN’S SOCIAL CARE,CRYSTAL CARE SOLUTIONS LTD,19-Feb-25,"42,609.57",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002328139
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"17,596.66",OTHER EST - SEN PROVISION,V002328164
ROCHDALE BOROUGH COUNCIL,04-Feb-25,PROPERTY AND HIGHWAYS,DAWSONGROUP SWEEPERS LTD,04-Feb-25,279.50,CONTRACT HIRE,V002328386
ROCHDALE BOROUGH COUNCIL,10-Feb-25,PROPERTY AND HIGHWAYS,FS MOULT AND SON LTD,10-Feb-25,"1,440.00",MINOR BUILDING WORKS,V002328718
ROCHDALE BOROUGH COUNCIL,10-Feb-25,PROPERTY AND HIGHWAYS,FS MOULT AND SON LTD,10-Feb-25,600.00,MINOR BUILDING WORKS,V002328718
ROCHDALE BOROUGH COUNCIL,06-Feb-25,PROPERTY AND HIGHWAYS,APEX RADIO SYSTEMS LTD,06-Feb-25,(95.16),CONTRACTED SERVICES,V002328720
ROCHDALE BOROUGH COUNCIL,19-Feb-25,FINANCE CONTROL,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,19-Feb-25,(6.78),CONTINGENCY ALLOCATION,V002328725
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,WATERLOO LODGE SCHOOL,18-Feb-25,"(23,373.00)",OTHER EST - SEN PROVISION,V002328747
ROCHDALE BOROUGH COUNCIL,04-Feb-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,04-Feb-25,136.24,REPAIRS & ALTS OF BUILDINGS,V002328963
ROCHDALE BOROUGH COUNCIL,28-Feb-25,COMMISSIONING AND STATUTORY,PANORAMIC ASSOCIATES LTD,28-Feb-25,"2,700.00",CONSULTANT FEES,V002332104
ROCHDALE BOROUGH COUNCIL,13-Feb-25,RESOURCES,THE FLYING HORSE ROCHDALE LTD,13-Feb-25,596.67,CATERING - GENERAL,V002333657
ROCHDALE BOROUGH COUNCIL,11-Feb-25,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,11-Feb-25,"2,201.71",FEES / COMMISSION,V002334881
ROCHDALE BOROUGH COUNCIL,12-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,12-Feb-25,"5,216.91",ASSESSMENT CARE,V002334895
ROCHDALE BOROUGH COUNCIL,11-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,11-Feb-25,"1,534.10",ASSESSMENT CARE,V002334896
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"1,800.00",TRAVELLING GENERAL EXPENSES,V002335012
ROCHDALE BOROUGH COUNCIL,14-Feb-25,PUBLIC HEALTH,NHS GREATER MANCHESTER ICB,14-Feb-25,"(37,201.33)",BASIC SALARIES,V002335030
ROCHDALE BOROUGH COUNCIL,21-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,21-Feb-25,16.50,PROVISIONS,V002335049
ROCHDALE BOROUGH COUNCIL,13-Feb-25,PROPERTY AND HIGHWAYS,EQUITA LIMITED,13-Feb-25,0.00,CONTRACTED SERVICES,V002335110
ROCHDALE BOROUGH COUNCIL,13-Feb-25,PROPERTY AND HIGHWAYS,EQUITA LIMITED,13-Feb-25,0.00,CONTRACTED SERVICES,V002335110
ROCHDALE BOROUGH COUNCIL,18-Feb-25,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,18-Feb-25,"1,497.53",OTHER EST - SEN PROVISION,V002335125
ROCHDALE BOROUGH COUNCIL,04-Feb-25,ECONOMY DIRECTORATE,ASHDOWN PHILLIPS AND PARTNERS,04-Feb-25,484.80,RENTS,V002335505
ROCHDALE BOROUGH COUNCIL,28-Feb-25,ADULT CARE LCO FUNCTIONS,PANORAMIC ASSOCIATES LTD,28-Feb-25,"4,500.00",ROOM HIRE,V002337702
ROCHDALE BOROUGH COUNCIL,20-Feb-25,PUBLIC HEALTH,EXCLUSEC,20-Feb-25,"1,366.81",EVENTS,V002337760
ROCHDALE BOROUGH COUNCIL,17-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,17-Feb-25,"1,500.00",MINOR BUILDING WORKS,V002337839
ROCHDALE BOROUGH COUNCIL,17-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,17-Feb-25,"5,481.80",MINOR BUILDING WORKS,V002337839
ROCHDALE BOROUGH COUNCIL,10-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,10-Feb-25,"1,534.10",ASSESSMENT CARE,V002337852
ROCHDALE BOROUGH COUNCIL,25-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25-Feb-25,"2,405.98",ASSESSMENT CARE,V002337853
ROCHDALE BOROUGH COUNCIL,25-Feb-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25-Feb-25,"1,534.10",ASSESSMENT CARE,V002337853
ROCHDALE BOROUGH COUNCIL,07-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,INTERSAFETY LTD,07-Feb-25,38.54,REPAIRS & ALTS OF BUILDINGS,V002337918
ROCHDALE BOROUGH COUNCIL,06-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,06-Feb-25,73.61,BUILDING MATERIALS,V002337953
ROCHDALE BOROUGH COUNCIL,17-Feb-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,17-Feb-25,(124.74),FOSTER PARENTS BASIC ALLOWANCE,V002338096
ROCHDALE BOROUGH COUNCIL,17-Feb-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,17-Feb-25,(123.49),FOSTER PARENTS BASIC ALLOWANCE,V002338097
ROCHDALE BOROUGH COUNCIL,05-Feb-25,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,05-Feb-25,1.00,REPAIRS & ALTS OF BUILDINGS,V002338118
ROCHDALE BOROUGH COUNCIL,05-Feb-25,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,05-Feb-25,250.00,BUILDING MATERIALS,V002338118
ROCHDALE BOROUGH COUNCIL,05-Feb-25,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,05-Feb-25,742.15,BUILDING MATERIALS,V002338118
ROCHDALE BOROUGH COUNCIL,21-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,TRAVIS PERKINS TRADING CO LTD,21-Feb-25,43.17,EQUIPMENT - GENERAL,V002338134
ROCHDALE BOROUGH COUNCIL,04-Feb-25,CHILDREN’S SOCIAL CARE,CAR 2000 HEYWOOD LLP,04-Feb-25,210.00,TAXI HIRE,V002339160
ROCHDALE BOROUGH COUNCIL,25-Feb-25,CHILDREN’S SOCIAL CARE,UK FOSTERING LTD,25-Feb-25,"4,634.20",FOSTER PARENTS BASIC ALLOWANCE,V002339162
ROCHDALE BOROUGH COUNCIL,21-Feb-25,ECONOMY DIRECTORATE,CUSHMAN AND WAKEFIELD,21-Feb-25,"1,500.00",CONSULTANTS FEES,V002340437
ROCHDALE BOROUGH COUNCIL,21-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,TRAVIS PERKINS TRADING CO LTD,21-Feb-25,68.23,EQUIPMENT - GENERAL,V002340441
ROCHDALE BOROUGH COUNCIL,21-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,TRAVIS PERKINS TRADING CO LTD,21-Feb-25,6.99,EQUIPMENT - GENERAL,V002340588
ROCHDALE BOROUGH COUNCIL,11-Feb-25,PROPERTY AND HIGHWAYS,A AND D DOOR SYSTEMS LTD,11-Feb-25,"2,176.00",PROPERTY - WORKS ELEMENT,V002345284
ROCHDALE BOROUGH COUNCIL,04-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,04-Feb-25,185.00,REPAIRS & ALTS OF BUILDINGS,V002345439
ROCHDALE BOROUGH COUNCIL,07-Feb-25,RESOURCES,EQUITA LIMITED,07-Feb-25,0.00,INPUT VAT -  ADJUSTMENTS,V002345461
ROCHDALE BOROUGH COUNCIL,07-Feb-25,RESOURCES,EQUITA LIMITED,07-Feb-25,0.00,INPUT VAT -  ADJUSTMENTS,V002345461
ROCHDALE BOROUGH COUNCIL,14-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,14-Feb-25,425.00,BUILDING MATERIALS,V002345464
ROCHDALE BOROUGH COUNCIL,14-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,14-Feb-25,75.00,BUILDING MATERIALS,V002345464
ROCHDALE BOROUGH COUNCIL,06-Feb-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,06-Feb-25,500.00,BUILDING MATERIALS,V002345684
