ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,13/08/2024,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,13/08/2024,45.00 ,PROPERTY - WORKS ELEMENT,V002207944
ROCHDALE BOROUGH COUNCIL,12/08/2024,ECONOMY DIRECTORATE,FISHERS CLEANING SERVICES LIMITED,12/08/2024,541.60 ,CLEANING AND DOMESTIC SUPPLIES,V002208265
ROCHDALE BOROUGH COUNCIL,07/08/2024,EARLY HELP AND SCHOOLS,CARLILE EDUCATION LTD,07/08/2024,900.00 ,TRAINING,V002208349
ROCHDALE BOROUGH COUNCIL,08/08/2024,CHILDREN’S SOCIAL CARE,RCD LEAFLET DISTRIBUTION,08/08/2024,5425.00 ,ADVERTISING/PUBLICITY,V002209720
ROCHDALE BOROUGH COUNCIL,08/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,SPIN PRINT SOLUTIONS,08/08/2024,22.00 ,MARKETING EXPENDITURE,V002210459
ROCHDALE BOROUGH COUNCIL,14/08/2024,PROPERTY AND HIGHWAYS,TRANSPORT FOR GREATER MANCHESTER,14/08/2024,1733.62 ,ROADWORKS,V002210533
ROCHDALE BOROUGH COUNCIL,07/08/2024,RESOURCES,SPECSAVERS OPTICIANS,07/08/2024,25.00 ,EYE TESTS  VDU USERS,V002212641
ROCHDALE BOROUGH COUNCIL,06/08/2024,RESOURCES,SPECSAVERS OPTICIANS,06/08/2024,25.00 ,EYE TESTS  VDU USERS,V002214279
ROCHDALE BOROUGH COUNCIL,06/08/2024,RESOURCES,SPECSAVERS OPTICIANS,06/08/2024,25.00 ,EYE TESTS  VDU USERS,V002214282
ROCHDALE BOROUGH COUNCIL,08/08/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,08/08/2024,130.00 ,REPAIRS & ALTS OF BUILDINGS,V002214303
ROCHDALE BOROUGH COUNCIL,12/08/2024,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12/08/2024,21.99 ,ARTS & CRAFTS,V002214328
ROCHDALE BOROUGH COUNCIL,12/08/2024,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12/08/2024,3.95 ,DELIVERY CHARGES,V002214328
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,SPECSAVERS OPTICIANS,05/08/2024,50.00 ,EYE TESTS  VDU USERS,V002214484
ROCHDALE BOROUGH COUNCIL,05/08/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,05/08/2024,60.47 ,EQUIPMENT - GENERAL,V002217596
ROCHDALE BOROUGH COUNCIL,07/08/2024,ECONOMY DIRECTORATE,ASPIRE 2 INSPIRE COMMUNITIES CIC,07/08/2024,200.00 ,ROOM HIRE,V002218822
ROCHDALE BOROUGH COUNCIL,08/08/2024,PROPERTY AND HIGHWAYS,GRAFFIC DETAIL,08/08/2024,35.00 ,PRINTING & STATIONERY,V002219051
ROCHDALE BOROUGH COUNCIL,12/08/2024,BUSINESS RATES BID INCOME,STAKEHILL BID LTD,12/08/2024,-42838.23 ,TRANSACTIONS-EXPENDITURE,V002220256
ROCHDALE BOROUGH COUNCIL,05/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,05/08/2024,50.00 ,BUILDING MATERIALS,V002222558
ROCHDALE BOROUGH COUNCIL,05/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,05/08/2024,150.00 ,BUILDING MATERIALS,V002222558
ROCHDALE BOROUGH COUNCIL,05/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,G AND A TAYLOR HOTELS LTD,05/08/2024,16155.00 ,ACCOMMODATION,V002223037
ROCHDALE BOROUGH COUNCIL,20/08/2024,EARLY HELP AND SCHOOLS,FIVE RIVERS CHILD CARE LTD,20/08/2024,-3000.00 ,OTHER EST - SEN PROVISION,V002225221
ROCHDALE BOROUGH COUNCIL,20/08/2024,CHILDREN’S SOCIAL CARE,FORBES SOLICITORS,20/08/2024,13192.00 ,PROFESSIONAL FEES,V002225621
ROCHDALE BOROUGH COUNCIL,01/08/2024,PROPERTY AND HIGHWAYS,ASSOCIATED CLEANING CONTRACTORS,01/08/2024,135.00 ,REPAIRS & ALTS OF BUILDINGS,V002229269
ROCHDALE BOROUGH COUNCIL,09/08/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,09/08/2024,17.45 ,MATERIAL - GENERAL,V002229270
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,FLEXTRONICS GLOBAL SERVICES MANCHESTER,01/08/2024,36.69 ,IT EQUIPMENT,V002229805
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,01/08/2024,143.30 ,CLEANING MATERIALS,V002230296
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,HILTON CABINET CO LTD,01/08/2024,84.42 ,MATERIAL - GENERAL,V002230303
ROCHDALE BOROUGH COUNCIL,01/08/2024,EARLY HELP AND SCHOOLS,BRADSHAW GASS AND HOPE LLP,01/08/2024,252.37 ,CONSULTANTS FEES,V002231572
ROCHDALE BOROUGH COUNCIL,13/08/2024,ECONOMY DIRECTORATE,FISHERS CLEANING SERVICES LIMITED,13/08/2024,744.70 ,CLEANING AND DOMESTIC SUPPLIES,V002233750
ROCHDALE BOROUGH COUNCIL,05/08/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,05/08/2024,69.99 ,EQUIPMENT - GENERAL,V002234739
ROCHDALE BOROUGH COUNCIL,06/08/2024,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,06/08/2024,169.00 ,ADVICE/SUPPORT,V002236038
ROCHDALE BOROUGH COUNCIL,07/08/2024,EARLY HELP AND SCHOOLS,BRIGHT HORIZONS,07/08/2024,2031.90 ,OTHER EST - SEN PROVISION,V002236072
ROCHDALE BOROUGH COUNCIL,05/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,CARRICK SIGNS LTD,05/08/2024,97.50 ,EQUIPMENT - GENERAL,V002236154
ROCHDALE BOROUGH COUNCIL,05/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,CARRICK SIGNS LTD,05/08/2024,11.00 ,EQUIPMENT - GENERAL,V002236154
ROCHDALE BOROUGH COUNCIL,14/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,H B CLARK AND CO SUCCESSORS LTD,14/08/2024,429.26 ,PROVISIONS,V002236188
ROCHDALE BOROUGH COUNCIL,07/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,07/08/2024,2000.00 ,YOUNG PEOPLES RENTS,V002236201
ROCHDALE BOROUGH COUNCIL,07/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,07/08/2024,150.00 ,YOUNGE PERSONS ALLOWANCE,V002236201
ROCHDALE BOROUGH COUNCIL,07/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,07/08/2024,3880.38 ,YOUNG PEOPLES RENTS,V002236201
ROCHDALE BOROUGH COUNCIL,07/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,07/08/2024,208.50 ,YOUNG PEOPLES RENTS,V002236201
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,FLEXTRONICS GLOBAL SERVICES MANCHESTER,01/08/2024,-87.82 ,IT EQUIPMENT,V002241469
ROCHDALE BOROUGH COUNCIL,01/08/2024,CHILDREN’S SOCIAL CARE,THE FOSTERING NETWORK,01/08/2024,832.00 ,FEES / COMMISSION,V002241519
ROCHDALE BOROUGH COUNCIL,01/08/2024,CHILDREN’S SOCIAL CARE,THE FOSTERING NETWORK,01/08/2024,1121.44 ,FEES / COMMISSION,V002241519
ROCHDALE BOROUGH COUNCIL,01/08/2024,CHILDREN’S SOCIAL CARE,THE FOSTERING NETWORK,01/08/2024,1121.44 ,FEES / COMMISSION,V002241519
ROCHDALE BOROUGH COUNCIL,01/08/2024,CHILDREN’S SOCIAL CARE,THE FOSTERING NETWORK,01/08/2024,832.00 ,FEES / COMMISSION,V002241519
ROCHDALE BOROUGH COUNCIL,07/08/2024,RESOURCES,INFORM CPI LTD,07/08/2024,490.00 ,FEES / COMMISSION,V002241526
ROCHDALE BOROUGH COUNCIL,02/08/2024,EARLY HELP AND SCHOOLS,BURY COLLEGE,02/08/2024,-4607.91 ,OTHER EST - SEN PROVISION,V002241743
ROCHDALE BOROUGH COUNCIL,02/08/2024,EARLY HELP AND SCHOOLS,BURY COLLEGE,02/08/2024,-4607.91 ,OTHER EST - SEN PROVISION,V002241743
ROCHDALE BOROUGH COUNCIL,06/08/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,06/08/2024,86.85 ,MATERIAL - GENERAL,V002242796
ROCHDALE BOROUGH COUNCIL,08/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,08/08/2024,150.00 ,BUILDING MATERIALS,V002242838
ROCHDALE BOROUGH COUNCIL,08/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,08/08/2024,701.00 ,BUILDING MATERIALS,V002242838
ROCHDALE BOROUGH COUNCIL,07/08/2024,RESOURCES,INFORM CPI LTD,07/08/2024,1525.00 ,FEES / COMMISSION,V002242906
ROCHDALE BOROUGH COUNCIL,22/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,22/08/2024,83.76 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243751
ROCHDALE BOROUGH COUNCIL,22/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,22/08/2024,83.76 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243751
ROCHDALE BOROUGH COUNCIL,22/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,22/08/2024,83.76 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243751
ROCHDALE BOROUGH COUNCIL,08/08/2024,CHILDREN’S SOCIAL CARE,DEPAUL UK,08/08/2024,33583.33 ,YOUNG PEOPLES RENTS,V002243766
ROCHDALE BOROUGH COUNCIL,07/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,07/08/2024,8.28 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243943
ROCHDALE BOROUGH COUNCIL,07/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,07/08/2024,8.28 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243943
ROCHDALE BOROUGH COUNCIL,07/08/2024,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,07/08/2024,8.28 ,"CLOTHES, UNIFORM AND LAUNDRY",V002243943
ROCHDALE BOROUGH COUNCIL,15/08/2024,PROPERTY AND HIGHWAYS,FRANK KEY TOOL HIRE LTD,15/08/2024,267.60 ,HIRE OF EQUIPMENT,V002244627
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,PETRUS COMMUNITY,01/08/2024,10016.50 ,GRANTS TO THE VOLUNTARY SECTOR,V002244727
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,OFFICE FURNITURE ONLINE,01/08/2024,381.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002246546
ROCHDALE BOROUGH COUNCIL,13/08/2024,PROPERTY AND HIGHWAYS,H2O FLOWTECH LTD,13/08/2024,113.90 ,CONTRACTED SERVICES,V002246609
ROCHDALE BOROUGH COUNCIL,09/08/2024,PUBLIC HEALTH,TURNING POINT,09/08/2024,480.00 ,CONTRACTED SERVICES,V002246675
ROCHDALE BOROUGH COUNCIL,09/08/2024,PUBLIC HEALTH,TURNING POINT,09/08/2024,3495.00 ,CONTRACTED SERVICES,V002246675
ROCHDALE BOROUGH COUNCIL,09/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,UNIQUE ENTERPRISE CENTRE,09/08/2024,1000.00 ,RENTS,V002246840
ROCHDALE BOROUGH COUNCIL,12/08/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,12/08/2024,336.00 ,HOME CARE - CHILDRENS SERVICES,V002246863
ROCHDALE BOROUGH COUNCIL,13/08/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,13/08/2024,336.00 ,HOME CARE - CHILDRENS SERVICES,V002246864
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,6.75 ,CLEANING MATERIALS,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,7.25 ,CLEANING MATERIALS,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,7.90 ,CLEANING MATERIALS,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,3.70 ,CLEANING EQUIPMENT,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,7.50 ,CLEANING EQUIPMENT,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,13.50 ,CONSUMABLES,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,23.90 ,CLEANING EQUIPMENT,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,79.50 ,CONSUMABLES,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,68.00 ,CLEANING EQUIPMENT,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,107.50 ,CONSUMABLES,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,23.95 ,CONSUMABLES,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,33.50 ,CONSUMABLES,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,5.50 ,CLEANING EQUIPMENT,V002247120
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,23.80 ,CLEANING EQUIPMENT,V002247121
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,23.80 ,CLEANING EQUIPMENT,V002247121
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,11.50 ,CONSUMABLES,V002247121
ROCHDALE BOROUGH COUNCIL,02/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02/08/2024,86.00 ,CONSUMABLES,V002247121
ROCHDALE BOROUGH COUNCIL,02/08/2024,EARLY HELP AND SCHOOLS,MONARCH EDUCATION LTD,02/08/2024,252.00 ,OTHER LA`S - SEN PROVISION,V002247226
ROCHDALE BOROUGH COUNCIL,01/08/2024,PROPERTY AND HIGHWAYS,SHRED STATION,01/08/2024,111.65 ,CONTRACTS,V002247227
ROCHDALE BOROUGH COUNCIL,02/08/2024,EARLY HELP AND SCHOOLS,MONARCH EDUCATION LTD,02/08/2024,315.00 ,OTHER LA`S - SEN PROVISION,V002247234
ROCHDALE BOROUGH COUNCIL,02/08/2024,EARLY HELP AND SCHOOLS,MONARCH EDUCATION LTD,02/08/2024,294.00 ,OTHER LA`S - SEN PROVISION,V002247271
ROCHDALE BOROUGH COUNCIL,09/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,09/08/2024,7085.71 ,YOUNG PEOPLES RENTS,V002247539
ROCHDALE BOROUGH COUNCIL,09/08/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,09/08/2024,286.80 ,YOUNGE PERSONS ALLOWANCE,V002247539
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,1.45 ,CLEANING MATERIALS,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,6.75 ,CONSUMABLES,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,6.95 ,CONSUMABLES,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,11.95 ,CLEANING EQUIPMENT,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,11.70 ,CONSUMABLES,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,26.50 ,CONSUMABLES,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,8.50 ,CLEANING EQUIPMENT,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,21.50 ,CONSUMABLES,V002247551
ROCHDALE BOROUGH COUNCIL,12/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,12/08/2024,68.50 ,CLEANING MATERIALS,V002247551
ROCHDALE BOROUGH COUNCIL,08/08/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,08/08/2024,254.98 ,ARTS & CRAFTS,V002247567
ROCHDALE BOROUGH COUNCIL,08/08/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,08/08/2024,79.99 ,ARTS & CRAFTS,V002247567
ROCHDALE BOROUGH COUNCIL,08/08/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,08/08/2024,7.50 ,ARTS & CRAFTS,V002247567
ROCHDALE BOROUGH COUNCIL,08/08/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,08/08/2024,7.99 ,ARTS & CRAFTS,V002247567
ROCHDALE BOROUGH COUNCIL,08/08/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,08/08/2024,20.94 ,ARTS & CRAFTS,V002247567
ROCHDALE BOROUGH COUNCIL,01/08/2024,NEIGHBOURHOODS AND ENVIRONMENT,CARTRIDGE INK,01/08/2024,31.88 ,PRINTING & STATIONERY,V002247587
ROCHDALE BOROUGH COUNCIL,14/08/2024,CHILDREN’S SOCIAL CARE,FORENSIC TESTING SERVICE LTD,14/08/2024,426.55 ,MEDICAL FEES,V002248435
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,95.00 ,TAXI HIRE,V002248438
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,95.00 ,TAXI HIRE,V002248438
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,95.00 ,TAXI HIRE,V002248438
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,209.00 ,TAXI HIRE,V002248438
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,209.00 ,TAXI HIRE,V002248438
ROCHDALE BOROUGH COUNCIL,05/08/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,05/08/2024,209.00 ,TAXI HIRE,V002248438
