ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,06/11/2024,EARLY HELP AND SCHOOLS,PATTERSONS BRISTOL LTD,06/11/2024,12,CONSUMABLES,V002164801
ROCHDALE BOROUGH COUNCIL,06/11/2024,EARLY HELP AND SCHOOLS,PATTERSONS BRISTOL LTD,06/11/2024,9.19,CONSUMABLES,V002164801
ROCHDALE BOROUGH COUNCIL,06/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,ASSOCIATED CLEANING CONTRACTORS,06/11/2024,70,WINDOW CLEANING AND EQUIPMENT,V002185467
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,08/11/2024,125.7,REPAIRS & ALTS OF BUILDINGS,V002193116
ROCHDALE BOROUGH COUNCIL,11/11/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,11/11/2024,261.83,REPAIRS & ALTS OF BUILDINGS,V002193119
ROCHDALE BOROUGH COUNCIL,05/11/2024,PUBLIC HEALTH,PENNINE CARE NHS,05/11/2024,12977.57,CONTRACTED SERVICES,V002199126
ROCHDALE BOROUGH COUNCIL,06/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,ASSOCIATED CLEANING CONTRACTORS,06/11/2024,70,WINDOW CLEANING AND EQUIPMENT,V002209706
ROCHDALE BOROUGH COUNCIL,05/11/2024,EARLY HELP AND SCHOOLS,YOUR TRUST CHARITY,05/11/2024,3000,ACTIVITIES,V002209738
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,25/11/2024,4180,TAXI HIRE,V002217433
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,25/11/2024,4180,TAXI HIRE,V002217433
ROCHDALE BOROUGH COUNCIL,06/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,ASSOCIATED CLEANING CONTRACTORS,06/11/2024,70,WINDOW CLEANING AND EQUIPMENT,V002217448
ROCHDALE BOROUGH COUNCIL,07/11/2024,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,07/11/2024,170,PROPERTY - WORKS ELEMENT,V002229505
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,74.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,149.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,94.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,64.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,49.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,26.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,89.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,17.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,119.97,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,31.45,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,29.95,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,20/11/2024,EARLY HELP AND SCHOOLS,TTS GROUP LIMITED,20/11/2024,39.99,EQUIPMENT - GENERAL,V002230110
ROCHDALE BOROUGH COUNCIL,12/11/2024,ADULT CARE LCO FUNCTIONS,BARTON KENDAL RESIDENTIAL LTD,12/11/2024,150,SELF - FUNDING DEFERRED PAYMENTS,V002230288
ROCHDALE BOROUGH COUNCIL,18/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,H2O FLOWTECH LTD,18/11/2024,250.56,EQUIPMENT - GENERAL,V002230349
ROCHDALE BOROUGH COUNCIL,29/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,29/11/2024,75,BUILDING MATERIALS,V002233714
ROCHDALE BOROUGH COUNCIL,29/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,29/11/2024,294,BUILDING MATERIALS,V002233714
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,79.5,REPAIRS & ALTS OF BUILDINGS,V002242905
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,60,REPAIRS & ALTS OF BUILDINGS,V002243814
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,36.08,REPAIRS & ALTS OF BUILDINGS,V002243815
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,18.54,REPAIRS & ALTS OF BUILDINGS,V002243817
ROCHDALE BOROUGH COUNCIL,19/11/2024,ECONOMY DIRECTORATE,WATER PLUS,19/11/2024,50.38,WATER CHARGES,V002246426
ROCHDALE BOROUGH COUNCIL,15/11/2024,CHILDREN’S SOCIAL CARE,ROCHDALE CRICKET LACROSSE AND SQUASH CLUB LTD,15/11/2024,125,CONFERENCE,V002247133
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,-4861.29,SUPPORTED LIVING,V002247679
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,-10470.46,SUPPORTED LIVING,V002247680
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,-10470.46,SUPPORTED LIVING,V002247681
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,-10624.75,SUPPORTED LIVING,V002247682
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,2120,SUPPORTED LIVING,V002247690
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,100,BUILDING MATERIALS,V002248575
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,515,BUILDING MATERIALS,V002248575
ROCHDALE BOROUGH COUNCIL,18/11/2024,ECONOMY DIRECTORATE,POZITIVE ENERGY,18/11/2024,564.86,ELECTRICITY,V002249050
ROCHDALE BOROUGH COUNCIL,22/11/2024,ECONOMY DIRECTORATE,TARGET FIRE PROTECTION LTD,22/11/2024,47.25,REPAIRS & ALTS OF BUILDINGS,V002249148
ROCHDALE BOROUGH COUNCIL,04/11/2024,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,04/11/2024,45,PROPERTY - WORKS ELEMENT,V002254445
ROCHDALE BOROUGH COUNCIL,18/11/2024,ECONOMY DIRECTORATE,POZITIVE ENERGY,18/11/2024,527.33,ELECTRICITY,V002254526
ROCHDALE BOROUGH COUNCIL,19/11/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,19/11/2024,139.14,GAS,V002254710
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,64,REPAIRS & ALTS OF BUILDINGS,V002260102
ROCHDALE BOROUGH COUNCIL,11/11/2024,ECONOMY DIRECTORATE,WSP UK LTD,11/11/2024,1988,FEES / COMMISSION,V002260359
ROCHDALE BOROUGH COUNCIL,08/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,JAMES HARTLEY SCRAP METALS LIMITED,08/11/2024,420,REPAIRS & ALTS OF BUILDINGS,V002260469
ROCHDALE BOROUGH COUNCIL,20/11/2024,PROPERTY AND HIGHWAYS,PARR ROCHDALE LIMITED,20/11/2024,63.24,MATERIAL - GENERAL,V002260530
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,2120,SUPPORTED LIVING,V002261278
ROCHDALE BOROUGH COUNCIL,01/11/2024,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,01/11/2024,8778.3,CONSULTANT FEES,V002261798
ROCHDALE BOROUGH COUNCIL,08/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,08/11/2024,207,EQUIPMENT - GENERAL,V002262484
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/11/2024,812.5,PROPERTY - WORKS ELEMENT,V002262651
ROCHDALE BOROUGH COUNCIL,22/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,ANGLIA SIGN CASTING LIMITED,22/11/2024,574.05,EQUIPMENT - GENERAL,V002262979
ROCHDALE BOROUGH COUNCIL,19/11/2024,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,19/11/2024,180,TRANSLATION & INTERPRETATION,V002263084
ROCHDALE BOROUGH COUNCIL,19/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,AMAZON BUSINESS,19/11/2024,483.32,EQUIPMENT - GENERAL,V002263203
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/11/2024,57.5,PROPERTY - WORKS ELEMENT,V002263257
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/11/2024,435,PROPERTY - WORKS ELEMENT,V002263258
ROCHDALE BOROUGH COUNCIL,01/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,01/11/2024,3.59,EQUIPMENT - GENERAL,V002263424
ROCHDALE BOROUGH COUNCIL,01/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,01/11/2024,3.59,EQUIPMENT - GENERAL,V002263424
ROCHDALE BOROUGH COUNCIL,01/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,01/11/2024,21.09,EQUIPMENT - GENERAL,V002263424
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,449.8,"TREES, SHRUBS, PLANTS",V002268355
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,449.8,"TREES, SHRUBS, PLANTS",V002268355
ROCHDALE BOROUGH COUNCIL,14/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,14/11/2024,906.05,"TREES, SHRUBS, PLANTS",V002268389
ROCHDALE BOROUGH COUNCIL,14/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,14/11/2024,906.05,"TREES, SHRUBS, PLANTS",V002268389
ROCHDALE BOROUGH COUNCIL,12/11/2024,ADULT CARE LCO FUNCTIONS,BARTON KENDAL RESIDENTIAL LTD,12/11/2024,150,SELF - FUNDING DEFERRED PAYMENTS,V002268394
ROCHDALE BOROUGH COUNCIL,08/11/2024,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,08/11/2024,12877.1,OTHER EST - SEN PROVISION,V002268449
ROCHDALE BOROUGH COUNCIL,08/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,BROWNS LADDERS AND CEILINGS LIMITED,08/11/2024,300,REPAIRS & ALTS OF BUILDINGS,V002268478
ROCHDALE BOROUGH COUNCIL,08/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,BROWNS LADDERS AND CEILINGS LIMITED,08/11/2024,300,REPAIRS & ALTS OF BUILDINGS,V002268478
ROCHDALE BOROUGH COUNCIL,12/11/2024,ADULT CARE LCO FUNCTIONS,BARTON KENDAL RESIDENTIAL LTD,12/11/2024,150,SELF - FUNDING DEFERRED PAYMENTS,V002268482
ROCHDALE BOROUGH COUNCIL,01/11/2024,ADULT CARE LCO FUNCTIONS,PHS GROUP PLC,01/11/2024,405.6,HYGIENE EQUIPMENT,V002268632
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,218.5,REPAIRS & ALTS OF BUILDINGS,V002268707
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,272.5,REPAIRS & ALTS OF BUILDINGS,V002268726
ROCHDALE BOROUGH COUNCIL,18/11/2024,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,18/11/2024,-182,CURRICULUM DEVELOPMENT,V002268731
ROCHDALE BOROUGH COUNCIL,18/11/2024,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,18/11/2024,-314,CURRICULUM DEVELOPMENT,V002268733
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,191.14,REPAIRS & ALTS OF BUILDINGS,V002268756
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,218.5,REPAIRS & ALTS OF BUILDINGS,V002268787
ROCHDALE BOROUGH COUNCIL,21/11/2024,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,21/11/2024,227.06,REPAIRS & ALTS OF BUILDINGS,V002268817
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,518.15,"TREES, SHRUBS, PLANTS",V002270398
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,518.15,"TREES, SHRUBS, PLANTS",V002270398
ROCHDALE BOROUGH COUNCIL,07/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,UNIVERSAL LAUNDRY SERVICES,07/11/2024,593.4,"CLOTHES, UNIFORM AND LAUNDRY",V002272018
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/11/2024,100,PROPERTY - WORKS ELEMENT,V002272166
ROCHDALE BOROUGH COUNCIL,08/11/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/11/2024,105,PROPERTY - WORKS ELEMENT,V002272664
ROCHDALE BOROUGH COUNCIL,05/11/2024,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,05/11/2024,1950,PURCHASE OF FURNITURE AND EQUIPMENT,V002272883
ROCHDALE BOROUGH COUNCIL,05/11/2024,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,05/11/2024,400,PURCHASE OF FURNITURE AND EQUIPMENT,V002272883
ROCHDALE BOROUGH COUNCIL,05/11/2024,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,05/11/2024,20,PURCHASE OF FURNITURE AND EQUIPMENT,V002272883
ROCHDALE BOROUGH COUNCIL,05/11/2024,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,05/11/2024,700,PURCHASE OF FURNITURE AND EQUIPMENT,V002272883
ROCHDALE BOROUGH COUNCIL,05/11/2024,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,05/11/2024,60,PURCHASE OF FURNITURE AND EQUIPMENT,V002272883
ROCHDALE BOROUGH COUNCIL,01/11/2024,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,01/11/2024,5045,CAPITAL SALARIES,V002273067
ROCHDALE BOROUGH COUNCIL,12/11/2024,EARLY HELP AND SCHOOLS,EDFORALL LTD,12/11/2024,2100,CURRICULUM DEVELOPMENT,V002273145
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,30,REPAIRS & ALTS OF BUILDINGS,V002275328
ROCHDALE BOROUGH COUNCIL,12/11/2024,ECONOMY DIRECTORATE,ROKILL LTD,12/11/2024,16.88,SPECIFIED MAINTENANCE,V002275384
ROCHDALE BOROUGH COUNCIL,14/11/2024,RESOURCES,KNOW NO BOUNDARIES LTD,14/11/2024,187.5,CATERING - GENERAL,V002275579
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,300,BUILDING MATERIALS,V002275668
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,810,BUILDING MATERIALS,V002275668
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,90,REPAIRS & ALTS OF BUILDINGS,V002275723
ROCHDALE BOROUGH COUNCIL,12/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,12/11/2024,32.15,BUILDING MATERIALS,V002275869
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,2120,SUPPORTED LIVING,V002276044
ROCHDALE BOROUGH COUNCIL,01/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,AQUACOOL LTD,01/11/2024,63,EQUIPMENT - GENERAL,V002277248
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,2.19,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,4.49,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,22.99,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,16.99,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,7.5,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,25/11/2024,19.98,ARTS & CRAFTS,V002277254
ROCHDALE BOROUGH COUNCIL,08/11/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,08/11/2024,45.5,REPAIRS & ALTS OF BUILDINGS,V002277605
ROCHDALE BOROUGH COUNCIL,07/11/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,07/11/2024,40,TAXI HIRE,V002277668
ROCHDALE BOROUGH COUNCIL,07/11/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,07/11/2024,40,TAXI HIRE,V002277668
ROCHDALE BOROUGH COUNCIL,07/11/2024,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,07/11/2024,40,TAXI HIRE,V002277668
ROCHDALE BOROUGH COUNCIL,25/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,25/11/2024,75,BUILDING MATERIALS,V002277787
ROCHDALE BOROUGH COUNCIL,25/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,25/11/2024,365,BUILDING MATERIALS,V002277787
ROCHDALE BOROUGH COUNCIL,18/11/2024,RESOURCES,MANCHESTER CITY COUNCIL,18/11/2024,455,PRINTING & STATIONERY,V002283365
ROCHDALE BOROUGH COUNCIL,22/11/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,22/11/2024,200.84,PROPERTY - WORKS ELEMENT,V002283494
ROCHDALE BOROUGH COUNCIL,26/11/2024,PUBLIC HEALTH,CARRICK SIGNS LTD,26/11/2024,75.8,ADVERTISING/PUBLICITY,V002283640
ROCHDALE BOROUGH COUNCIL,26/11/2024,ECONOMY DIRECTORATE,COMPUTACENTER UK LIMITED,26/11/2024,1914.9,EXPENSES - GENERAL,V002283658
ROCHDALE BOROUGH COUNCIL,26/11/2024,ECONOMY DIRECTORATE,COMPUTACENTER UK LIMITED,26/11/2024,1914.9,EXPENSES - GENERAL,V002283658
ROCHDALE BOROUGH COUNCIL,20/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,GREAT GREEN SYSTEMS,20/11/2024,231.99,EQUIPMENT - GENERAL,V002284560
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,H ROTHWELL AND CO LTD,15/11/2024,26.03,EQUIPMENT - GENERAL,V002285070
ROCHDALE BOROUGH COUNCIL,06/11/2024,PUBLIC HEALTH,KILLGERM CHEMICALS LIMITED,06/11/2024,81.6,EQUIPMENT - GENERAL,V002285148
ROCHDALE BOROUGH COUNCIL,06/11/2024,PUBLIC HEALTH,KILLGERM CHEMICALS LIMITED,06/11/2024,28,EQUIPMENT - GENERAL,V002285148
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,25/11/2024,4098,TAXI HIRE,V002285280
ROCHDALE BOROUGH COUNCIL,25/11/2024,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,25/11/2024,4098,TAXI HIRE,V002285280
ROCHDALE BOROUGH COUNCIL,06/11/2024,ECONOMY DIRECTORATE,G2 RECRUITMENT SOLUTIONS LTD,06/11/2024,1915,AGENCY STAFF,V002285281
ROCHDALE BOROUGH COUNCIL,29/11/2024,PROPERTY AND HIGHWAYS,EVAC AND CHAIR INTERNATIONAL LIMITED,29/11/2024,1039,REPAIRS & ALTS OF BUILDINGS,V002285287
ROCHDALE BOROUGH COUNCIL,22/11/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,22/11/2024,93,PROPERTY - WORKS ELEMENT,V002285588
ROCHDALE BOROUGH COUNCIL,01/11/2024,PROPERTY AND HIGHWAYS,WEST WALLASEY CARE HIRE LTD,01/11/2024,551.04,CONTRACT HIRE,V002287561
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,50,BUILDING MATERIALS,V002288023
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,21/11/2024,180,BUILDING MATERIALS,V002288023
ROCHDALE BOROUGH COUNCIL,11/11/2024,ECONOMY DIRECTORATE,K2 ARCHITECTS LIMITED,11/11/2024,2825,ARCHITECTS FEES,V002288162
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,261.74,"TREES, SHRUBS, PLANTS",V002288183
ROCHDALE BOROUGH COUNCIL,15/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,15/11/2024,261.74,"TREES, SHRUBS, PLANTS",V002288183
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,2120,SUPPORTED LIVING,V002288312
ROCHDALE BOROUGH COUNCIL,08/11/2024,ADULT CARE LCO FUNCTIONS,PENDLETON CARE LTD,08/11/2024,2798.4,SUPPORTED LIVING,V002288769
ROCHDALE BOROUGH COUNCIL,21/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,21/11/2024,168,BUILDING MATERIALS,V002289790
ROCHDALE BOROUGH COUNCIL,01/11/2024,NEIGHBOURHOODS AND ENVIRONMENT,AQUACOOL LTD,01/11/2024,21,EQUIPMENT - GENERAL,V002290001
