ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,05-Jun-25,251.00 ,ACCOMMODATION,V002220180
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,05-Jun-25,251.00 ,ACCOMMODATION,V002220180
ROCHDALE BOROUGH COUNCIL,23-Jun-25,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,23-Jun-25,39.44 ,PRINTING & STATIONERY,V002225554
ROCHDALE BOROUGH COUNCIL,06-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,06-Jun-25,17.50 ,REPAIRS & ALTS OF BUILDINGS,V002233753
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,23-Jun-25,34.00 ,YOUNGE PERSONS ALLOWANCE,V002316628
ROCHDALE BOROUGH COUNCIL,09-Jun-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,09-Jun-25,"17,848.55 ",PFI SCHEMES RPIX,V002320253
ROCHDALE BOROUGH COUNCIL,09-Jun-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,09-Jun-25,"63,075.00 ",PFI SCHEMES RPIX,V002326167
ROCHDALE BOROUGH COUNCIL,27-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CITY COUNCIL,27-Jun-25,"2,400.00 ",EQUIPMENT - GENERAL,V002327648
ROCHDALE BOROUGH COUNCIL,27-Jun-25,CHILDREN’S SOCIAL CARE,MANCHESTER CITY COUNCIL,27-Jun-25,94.93 ,FURNITURE - GENERAL,V002328661
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"75,738.61 ",CONTRACTS,V002332243
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"7,441.66 ",CONTRACTS,V002333587
ROCHDALE BOROUGH COUNCIL,09-Jun-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,09-Jun-25,"7,278.82 ",PFI SCHEMES RPIX,V002335038
ROCHDALE BOROUGH COUNCIL,27-Jun-25,CHILDREN’S SOCIAL CARE,MANCHESTER CITY COUNCIL,27-Jun-25,-94.93 ,FURNITURE - GENERAL,V002337802
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"65,208.58 ",FEES / COMMISSION,V002339837
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,841.10 ,PROFESSIONAL FEES,V002339837
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,368.00 ,PROFESSIONAL FEES,V002339837
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"75,738.61 ",CONTRACTS,V002347705
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"13,379.16 ",CONTRACTS,V002351799
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"79,509.72 ",PROFESSIONAL FEES,V002351827
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"3,097.40 ",PROFESSIONAL FEES,V002351827
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,37.59 ,FEES / COMMISSION,V002351827
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,601.77 ,FEES / COMMISSION,V002351827
ROCHDALE BOROUGH COUNCIL,02-Jun-25,PROPERTY AND HIGHWAYS,HOPWOOD ELECTRICAL SERVICES,02-Jun-25,"5,040.00 ",TECHNICAL SERVICES (PROPERTY MAINTENANCE,V002352410
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,12-Jun-25,"5,308.56 ",SERVICE LEVEL AGREEMENTS,V002352511
ROCHDALE BOROUGH COUNCIL,23-Jun-25,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,23-Jun-25,"5,101.33 ",CONSULTANTS FEES,V002354412
ROCHDALE BOROUGH COUNCIL,23-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,MC PRODUCTS UK LTD,23-Jun-25,493.12 ,MAINTENANCE,V002359535
ROCHDALE BOROUGH COUNCIL,09-Jun-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,09-Jun-25,98.74 ,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V002359572
ROCHDALE BOROUGH COUNCIL,23-Jun-25,PROPERTY AND HIGHWAYS,WILDE CONSULTING ENGINEERS,23-Jun-25,"11,596.25 ",ROADWORKS,V002359794
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"9,542.10 ",CONTRACTS,V002361844
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,CFS CARE LTD,23-Jun-25,358.50 ,YOUNGE PERSONS ALLOWANCE,V002361871
ROCHDALE BOROUGH COUNCIL,11-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,11-Jun-25,924.69 ,FOSTER PARENTS BASIC ALLOWANCE,V002364192
ROCHDALE BOROUGH COUNCIL,11-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,11-Jun-25,993.18 ,FOSTER PARENTS BASIC ALLOWANCE,V002367853
ROCHDALE BOROUGH COUNCIL,18-Jun-25,ECONOMY DIRECTORATE,WSP UK LTD,18-Jun-25,"16,660.82 ",CONSULTANT FEES,V002368037
ROCHDALE BOROUGH COUNCIL,27-Jun-25,CHILDREN’S SOCIAL CARE,MANCHESTER CITY COUNCIL,27-Jun-25,"3,182.40 ",DAY CARE,V002371730
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"12,629.50 ",CONTRACTS,V002374099
ROCHDALE BOROUGH COUNCIL,11-Jun-25,CHILDREN’S SOCIAL CARE,NEW HORIZONS STOCKPORT LIMITED,11-Jun-25,"22,988.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002374596
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,06-Jun-25,165.00 ,PROPERTY - WORKS ELEMENT,V002374629
ROCHDALE BOROUGH COUNCIL,05-Jun-25,RESOURCES,EQUITA LIMITED,05-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002375694
ROCHDALE BOROUGH COUNCIL,05-Jun-25,RESOURCES,EQUITA LIMITED,05-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002375694
ROCHDALE BOROUGH COUNCIL,05-Jun-25,PROPERTY AND HIGHWAYS,EQUITA LIMITED,05-Jun-25,155.13 ,CONTRACTED SERVICES,V002375694
ROCHDALE BOROUGH COUNCIL,05-Jun-25,PROPERTY AND HIGHWAYS,EQUITA LIMITED,05-Jun-25,155.13 ,CONTRACTED SERVICES,V002375694
ROCHDALE BOROUGH COUNCIL,30-Jun-25,ADULT CARE LCO FUNCTIONS,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,30-Jun-25,2.96 ,ADAPTATIONS,V002376111
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PUBLIC HEALTH,MANCHESTER CITY COUNCIL,27-Jun-25,703.50 ,ACTIVITIES,V002377725
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"40,489.00 ",CONTRACTS,V002380163
ROCHDALE BOROUGH COUNCIL,25-Jun-25,PROPERTY AND HIGHWAYS,RHODES AND SONS CONSTRUCTION LTD,25-Jun-25,"1,296.32 ",HIGHWAYS CONTRACT,V002380254
ROCHDALE BOROUGH COUNCIL,20-Jun-25,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,20-Jun-25,24.75 ,MATERIAL - GENERAL,V002380275
ROCHDALE BOROUGH COUNCIL,19-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,19-Jun-25,75.00 ,REPAIRS & ALTS OF BUILDINGS,V002380280
ROCHDALE BOROUGH COUNCIL,20-Jun-25,PROPERTY AND HIGHWAYS,PARR ROCHDALE LIMITED,20-Jun-25,678.30 ,MATERIAL - GENERAL,V002380797
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE GLASS AND GLAZING CO LTD,02-Jun-25,95.00 ,BUILDING MATERIALS,V002380811
ROCHDALE BOROUGH COUNCIL,17-Jun-25,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,17-Jun-25,72.75 ,MATERIAL - GENERAL,V002381832
ROCHDALE BOROUGH COUNCIL,19-Jun-25,PROPERTY AND HIGHWAYS,MODAXO TRAFFIC MANAGEMENT UK LTD,19-Jun-25,112.48 ,IT EQUIPMENT,V002381858
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,20-Jun-25,119.50 ,REPAIRS & ALTS OF BUILDINGS,V002385703
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,PARR ROCHDALE LIMITED,06-Jun-25,22.26 ,MATERIAL - GENERAL,V002386703
ROCHDALE BOROUGH COUNCIL,27-Jun-25,CHILDREN’S SOCIAL CARE,MANCHESTER CITY COUNCIL,27-Jun-25,"1,261.67 ",FURNITURE - GENERAL,V002387555
ROCHDALE BOROUGH COUNCIL,16-Jun-25,EARLY HELP AND SCHOOLS,MONARCH EDUCATION LTD,16-Jun-25,391.50 ,OTHER LA`S - SEN PROVISION,V002388178
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,23-Jun-25,575.60 ,TAXI HIRE,V002388698
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,23-Jun-25,575.60 ,TAXI HIRE,V002388698
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,ROCHDALE TOWN TAXIS LTD,23-Jun-25,575.60 ,TAXI HIRE,V002388698
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Jun-25,-12.20 ,PROVISIONS,V002388844
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Jun-25,-19.80 ,PROVISIONS,V002388845
ROCHDALE BOROUGH COUNCIL,23-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,MC PRODUCTS UK LTD,23-Jun-25,-493.12 ,MAINTENANCE,V002388852
ROCHDALE BOROUGH COUNCIL,27-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CITY COUNCIL,27-Jun-25,"-2,400.00 ",EQUIPMENT - GENERAL,V002388854
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,30-Jun-25,-28.00 ,PROVISIONS,V002388859
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,30-Jun-25,-28.00 ,PROVISIONS,V002388865
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Jun-25,-37.60 ,PROVISIONS,V002388866
ROCHDALE BOROUGH COUNCIL,23-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,PPL PRS LIMITED,23-Jun-25,-656.64 ,EVENTS,V002388871
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,30-Jun-25,-70.00 ,PROVISIONS,V002388878
ROCHDALE BOROUGH COUNCIL,16-Jun-25,EARLY HELP AND SCHOOLS,MONARCH EDUCATION LTD,16-Jun-25,420.00 ,OTHER LA`S - SEN PROVISION,V002389016
ROCHDALE BOROUGH COUNCIL,23-Jun-25,RESOURCES,BANNER GROUP LIMITED,23-Jun-25,54.60 ,REPROGRAPHIC EXPENSES,V002392978
ROCHDALE BOROUGH COUNCIL,02-Jun-25,PROPERTY AND HIGHWAYS,CAUSEWAY TECHNOLOGIES LTD,02-Jun-25,"4,500.00 ",SOFTWARE,V002393021
ROCHDALE BOROUGH COUNCIL,30-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,30-Jun-25,"4,719.96 ",YOUNG PEOPLES RENTS,V002393430
ROCHDALE BOROUGH COUNCIL,30-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,30-Jun-25,286.72 ,YOUNGE PERSONS ALLOWANCE,V002393431
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,30-Jun-25,64.30 ,EQUIPMENT - GENERAL,V002393437
ROCHDALE BOROUGH COUNCIL,17-Jun-25,CHILDREN’S SOCIAL CARE,THE FOSTERING TEAM,17-Jun-25,"-1,477.90 ",FOSTER PARENTS BASIC ALLOWANCE,V002393561
ROCHDALE BOROUGH COUNCIL,23-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,PPL PRS LIMITED,23-Jun-25,844.46 ,EVENTS,V002393672
ROCHDALE BOROUGH COUNCIL,23-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,PPL PRS LIMITED,23-Jun-25,656.64 ,EVENTS,V002393672
ROCHDALE BOROUGH COUNCIL,16-Jun-25,CHILDREN’S SOCIAL CARE,TIMEOUT CHILDRENS HOMES LTD,16-Jun-25,"38,360.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002395583
ROCHDALE BOROUGH COUNCIL,06-Jun-25,ECONOMY DIRECTORATE,EAST LANCASHIRE SERVICES LIMITED,06-Jun-25,154.06 ,CLEANING AND DOMESTIC SUPPLIES,V002395795
ROCHDALE BOROUGH COUNCIL,18-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,18-Jun-25,"-1,688.24 ",FOSTER PARENTS BASIC ALLOWANCE,V002395811
ROCHDALE BOROUGH COUNCIL,30-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,30-Jun-25,"-4,719.96 ",YOUNG PEOPLES RENTS,V002395813
ROCHDALE BOROUGH COUNCIL,30-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,30-Jun-25,-286.72 ,YOUNGE PERSONS ALLOWANCE,V002395814
ROCHDALE BOROUGH COUNCIL,18-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,18-Jun-25,"-1,681.70 ",FOSTER PARENTS BASIC ALLOWANCE,V002395815
ROCHDALE BOROUGH COUNCIL,30-Jun-25,ADULT CARE LCO FUNCTIONS,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,30-Jun-25,-2.96 ,ADAPTATIONS,V002395817
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,23-Jun-25,-34.00 ,YOUNGE PERSONS ALLOWANCE,V002395818
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,23-Jun-25,-34.00 ,YOUNGE PERSONS ALLOWANCE,V002395819
ROCHDALE BOROUGH COUNCIL,23-Jun-25,CHILDREN’S SOCIAL CARE,CHEERY BLOSSOM SUPPORTED LIVING LTD,23-Jun-25,34.00 ,YOUNGE PERSONS ALLOWANCE,V002396757
ROCHDALE BOROUGH COUNCIL,18-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,18-Jun-25,"4,025.81 ",FOSTER PARENTS BASIC ALLOWANCE,V002396765
ROCHDALE BOROUGH COUNCIL,18-Jun-25,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,18-Jun-25,"4,010.21 ",FOSTER PARENTS BASIC ALLOWANCE,V002396766
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,MHR,13-Jun-25,"4,900.00 ",SOFTWARE,V002396903
ROCHDALE BOROUGH COUNCIL,30-Jun-25,PROPERTY AND HIGHWAYS,E ON ENERGY SOLUTIONS LTD,30-Jun-25,949.29 ,MAINTENANCE,V002397062
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,WINTON FLOORING LIMITED,09-Jun-25,"4,373.93 ",REPAIRS & ALTS OF BUILDINGS,V002397065
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PUBLIC HEALTH,MANCHESTER CITY COUNCIL,27-Jun-25,"1,550.00 ",ACTIVITIES,V002401183
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ECONOMY DIRECTORATE,YU ENERGY RETAIL LTD,05-Jun-25,12.72 ,ELECTRICITY,V002401495
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS TRADING LTD,05-Jun-25,50.70 ,STATUTORY UNDERTAKING-UTILITY COMPANIES,V002401650
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"46,511.08 ",PROFESSIONAL FEES,V002401775
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"2,135.74 ",PROFESSIONAL FEES,V002401775
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"6,971.84 ",CONTRACTS,V002401776
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"75,738.61 ",CONTRACTS,V002401777
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"560,000.00 ",CONTRACTS,V002401822
ROCHDALE BOROUGH COUNCIL,27-Jun-25,EARLY HELP AND SCHOOLS,MAYFIELD HOUSE SCHOOL,27-Jun-25,"1,501.20 ",OTHER EST - SEN PROVISION,V002401850
ROCHDALE BOROUGH COUNCIL,27-Jun-25,EARLY HELP AND SCHOOLS,MAYFIELD HOUSE SCHOOL,27-Jun-25,"6,384.93 ",OTHER EST - SEN PROVISION,V002401850
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,CRITIQOM LIMITED,13-Jun-25,"17,595.02 ",PRINTING & STATIONERY,V002401884
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"75,738.61 ",CONTRACTS,V002401934
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,MANCHESTER CITY COUNCIL,27-Jun-25,"6,441.62 ",CONTRACTS,V002401935
ROCHDALE BOROUGH COUNCIL,10-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10-Jun-25,"383,753.00 ",SEN COSTS MET BY SCHOOLS,V002402003
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"43,213.00 ",CONTRACTS,V002402104
ROCHDALE BOROUGH COUNCIL,16-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,16-Jun-25,"1,815.00 ",MUSIC SERVICE,V002402107
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"1,327.00 ",OFFICE EXPENSES,V002402119
ROCHDALE BOROUGH COUNCIL,23-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,23-Jun-25,"6,662.16 ",ROADWORKS,V002402658
ROCHDALE BOROUGH COUNCIL,06-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,06-Jun-25,9.81 ,STATIONERY,V002402664
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,672.00 ,EQUIPMENT - GENERAL,V002402740
ROCHDALE BOROUGH COUNCIL,09-Jun-25,FINANCE,REDACTED - PERSONAL DATA,09-Jun-25,"1,996.96 ",TRANSACTIONS-EXPENDITURE,V002402763
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,27-Jun-25,572.00 ,MATERIAL - GENERAL,V002402831
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,27-Jun-25,572.00 ,MATERIAL - GENERAL,V002402831
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,16.05 ,EQUIPMENT - GENERAL,V002402856
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,28.26 ,EQUIPMENT - GENERAL,V002402861
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,871.74 ,EQUIPMENT - GENERAL,V002402861
ROCHDALE BOROUGH COUNCIL,06-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,06-Jun-25,35.00 ,DATA LEASE LINE,V002403189
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,11.85 ,CLEANING MATERIALS,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,11.88 ,CLEANING MATERIALS,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,36.00 ,CLEANING MATERIALS,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,14.28 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,11.90 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,4.70 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,9.00 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,4.50 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,5.00 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,6.50 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,33.75 ,CONSUMABLES,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,20.85 ,CONSUMABLES,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,35.85 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,42.50 ,CLEANING EQUIPMENT,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,107.50 ,CONSUMABLES,V002403194
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,226.25 ,CLEANING MATERIALS,V002403194
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,1.04 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,1.10 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,9.35 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,8.40 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,13.01 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,13.80 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,04-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04-Jun-25,117.06 ,REFUSE DISPOSAL,V002403221
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"1,540.05 ",PROFESSIONAL FEES,V002405072
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,71.66 ,FEES / COMMISSION,V002405072
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"3,206.01 ",FEES / COMMISSION,V002405072
