ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,07-May-25,ECONOMY DIRECTORATE,BRITISH GAS,07-May-25,142.44 ,GAS,V002401157
ROCHDALE BOROUGH COUNCIL,16-May-25,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,16-May-25,35.00 ,BUILDING MATERIALS,V002401264
ROCHDALE BOROUGH COUNCIL,16-May-25,NEIGHBOURHOODS AND ENVIRONMENT,ELECTRIC CENTER,16-May-25,3.63 ,BUILDING MATERIALS,V002401268
ROCHDALE BOROUGH COUNCIL,15-May-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,15-May-25,75.00 ,BUILDING MATERIALS,V002401286
ROCHDALE BOROUGH COUNCIL,15-May-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,15-May-25,285.00 ,BUILDING MATERIALS,V002401286
ROCHDALE BOROUGH COUNCIL,12-May-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,12-May-25,50.00 ,REPAIRS & ALTS OF BUILDINGS,V002401298
ROCHDALE BOROUGH COUNCIL,12-May-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,12-May-25,190.00 ,REPAIRS & ALTS OF BUILDINGS,V002401298
ROCHDALE BOROUGH COUNCIL,21-May-25,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,21-May-25,88.10 ,BUILDING MATERIALS,V002401308
ROCHDALE BOROUGH COUNCIL,23-May-25,RESOURCES,CRITIQOM LIMITED,23-May-25,"1,226.12 ",PRINTING & STATIONERY,V002401311
ROCHDALE BOROUGH COUNCIL,09-May-25,NEIGHBOURHOODS AND ENVIRONMENT,W J LEWIS BUILDERS MERCHANTS LIMITED,09-May-25,11.93 ,BUILDING MATERIALS,V002401444
ROCHDALE BOROUGH COUNCIL,02-May-25,RESOURCES,G BARLOW AND SONS LTD,02-May-25,50.00 ,UNDERTAKER COSTS AD-HOC,V002401496
ROCHDALE BOROUGH COUNCIL,09-May-25,COMMISSIONING AND STATUTORY,PANORAMIC ASSOCIATES LTD,09-May-25,"3,375.00 ",CONSULTANT FEES,V002401651
ROCHDALE BOROUGH COUNCIL,01-May-25,NEIGHBOURHOODS AND ENVIRONMENT,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,01-May-25,43.46 ,BUILDING MATERIALS,V002401683
