ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,13/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,13/09/2024,17.42 ,PRINTING & STATIONERY,V002234354
ROCHDALE BOROUGH COUNCIL,13/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,13/09/2024,85.84 ,AFTER SCHOOL CLUB,V002234355
ROCHDALE BOROUGH COUNCIL,13/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,13/09/2024,1.47 ,AFTER SCHOOL CLUB,V002234356
ROCHDALE BOROUGH COUNCIL,10/09/2024,CHILDREN’S SOCIAL CARE,OLIVE BRANCH FOSTERING LTD,10/09/2024,-225.33 ,FOSTER PARENTS BASIC ALLOWANCE,V002234646
ROCHDALE BOROUGH COUNCIL,05/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,05/09/2024,660.00 ,EQUIPMENT - GENERAL,V002234762
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,9.59 ,PRINTING & STATIONERY,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,8.79 ,PRINTING & STATIONERY,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,9.04 ,PRINTING & STATIONERY,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,11.95 ,EQUIPMENT - GENERAL,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,3.73 ,CONSUMABLES,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,19.58 ,PRINTING & STATIONERY,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,5.45 ,EQUIPMENT - GENERAL,V002234812
ROCHDALE BOROUGH COUNCIL,27/09/2024,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,27/09/2024,10.45 ,PRINTING & STATIONERY,V002234812
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,LATUS GROUP UK LTD,09/09/2024,995.00 ,EQUIPMENT - GENERAL,V002236033
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,LATUS GROUP UK LTD,09/09/2024,995.00 ,EQUIPMENT - GENERAL,V002236149
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,LATUS GROUP UK LTD,09/09/2024,995.00 ,EQUIPMENT - GENERAL,V002236150
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,LATUS GROUP UK LTD,09/09/2024,995.00 ,EQUIPMENT - GENERAL,V002236151
ROCHDALE BOROUGH COUNCIL,27/09/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,27/09/2024,568.00 ,REPAIRS & ALTS OF BUILDINGS,V002236158
ROCHDALE BOROUGH COUNCIL,27/09/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,27/09/2024,610.00 ,REPAIRS & ALTS OF BUILDINGS,V002236158
ROCHDALE BOROUGH COUNCIL,27/09/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,27/09/2024,107.00 ,REPAIRS & ALTS OF BUILDINGS,V002236158
ROCHDALE BOROUGH COUNCIL,27/09/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,27/09/2024,256.00 ,REPAIRS & ALTS OF BUILDINGS,V002236158
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,LATUS GROUP UK LTD,09/09/2024,995.00 ,EQUIPMENT - GENERAL,V002236191
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,06/09/2024,82.75 ,MATERIAL - GENERAL,V002236206
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,06/09/2024,741.57 ,MATERIAL - GENERAL,V002236514
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,06/09/2024,936.23 ,MATERIAL - GENERAL,V002236514
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,KEN TAYLOR SUPPLIES LTD,06/09/2024,159.60 ,EQUIPMENT - GENERAL,V002239699
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,06/09/2024,394.00 ,EQUIPMENT - GENERAL,V002241530
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,06/09/2024,155.60 ,MATERIAL - GENERAL,V002243761
ROCHDALE BOROUGH COUNCIL,24/09/2024,RESOURCES,JACOBS ENFORCEMENT LTD,24/09/2024,0.00 ,INPUT VAT -  ADJUSTMENTS,V002243902
ROCHDALE BOROUGH COUNCIL,24/09/2024,RESOURCES,JACOBS ENFORCEMENT LTD,24/09/2024,0.00 ,INPUT VAT -  ADJUSTMENTS,V002243903
ROCHDALE BOROUGH COUNCIL,24/09/2024,RESOURCES,JACOBS ENFORCEMENT LTD,24/09/2024,0.00 ,INPUT VAT -  ADJUSTMENTS,V002243906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/09/2024,"-£6,218.66",OTHER EST - SEN PROVISION,V002244640
ROCHDALE BOROUGH COUNCIL,13/09/2024,PROPERTY AND HIGHWAYS,SCHNEIDER ELECTRIC LIMITED,13/09/2024,1874.97 ,SPECIFIED MAINTENANCE,V002246820
ROCHDALE BOROUGH COUNCIL,20/09/2024,RESOURCES,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,20/09/2024,3176.89 ,AGENCY STAFF,V002246983
ROCHDALE BOROUGH COUNCIL,18/09/2024,PROPERTY AND HIGHWAYS,COMPUTACENTER UK LIMITED,18/09/2024,4082.52 ,IT EQUIPMENT,V002247306
ROCHDALE BOROUGH COUNCIL,18/09/2024,PROPERTY AND HIGHWAYS,COMPUTACENTER UK LIMITED,18/09/2024,4082.52 ,IT EQUIPMENT,V002247306
ROCHDALE BOROUGH COUNCIL,11/09/2024,CHILDREN’S SOCIAL CARE,PHOENIX FAMILY CARE LTD,11/09/2024,473.76 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002247592
ROCHDALE BOROUGH COUNCIL,11/09/2024,CHILDREN’S SOCIAL CARE,PHOENIX FAMILY CARE LTD,11/09/2024,21.24 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002247592
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10/09/2024,49.29 ,BUILDING MATERIALS,V002247622
ROCHDALE BOROUGH COUNCIL,12/09/2024,RESOURCES,FORBES SOLICITORS,12/09/2024,594.60 ,INPUT VAT -  ADJUSTMENTS,V002248520
ROCHDALE BOROUGH COUNCIL,04/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,H B CLARK AND CO SUCCESSORS LTD,04/09/2024,1729.17 ,PROVISIONS,V002254249
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TREE HEROES LTD,06/09/2024,210.00 ,CONTRACTS,V002254320
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,247 HOTEL,09/09/2024,8040.00 ,ACCOMMODATION,V002254558
ROCHDALE BOROUGH COUNCIL,04/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE GLASS AND GLAZING CO LTD,04/09/2024,171.00 ,BUILDING MATERIALS,V002254582
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,25.08 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,8.07 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,103.92 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,1.97 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,23.22 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,02/09/2024,RESOURCES,BANNER GROUP LIMITED,02/09/2024,16.97 ,PRINTING & STATIONERY,V002255927
ROCHDALE BOROUGH COUNCIL,12/09/2024,RESOURCES,FORBES SOLICITORS,12/09/2024,442.20 ,INPUT VAT -  ADJUSTMENTS,V002257651
ROCHDALE BOROUGH COUNCIL,04/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE GLASS AND GLAZING CO LTD,04/09/2024,85.00 ,BUILDING MATERIALS,V002257660
ROCHDALE BOROUGH COUNCIL,24/09/2024,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,24/09/2024,742.00 ,CONSULTANTS FEES,V002258163
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10/09/2024,152.10 ,BUILDING MATERIALS,V002258215
ROCHDALE BOROUGH COUNCIL,06/09/2024,ADULT CARE LCO FUNCTIONS,LEXISNEXIS RISK SOLUTIONS,06/09/2024,1030.00 ,SECURITY,V002260162
ROCHDALE BOROUGH COUNCIL,25/09/2024,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25/09/2024,3740.31 ,ASSESSMENT CARE,V002260195
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,84.70 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,84.70 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,84.70 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,169.10 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,169.10 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,23/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE TOWN TAXIS LTD,23/09/2024,169.10 ,TAXI HIRE,V002260307
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,FISHERS CLEANING SERVICES LIMITED,06/09/2024,876.60 ,CLEANING AND DOMESTIC SUPPLIES,V002260332
ROCHDALE BOROUGH COUNCIL,02/09/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/09/2024,16.02 ,PRINTING & STATIONERY,V002260451
ROCHDALE BOROUGH COUNCIL,25/09/2024,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25/09/2024,8051.04 ,ASSESSMENT CARE,V002260691
ROCHDALE BOROUGH COUNCIL,23/09/2024,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,23/09/2024,400.00 ,TRAVELLING GENERAL EXPENSES,V002262419
ROCHDALE BOROUGH COUNCIL,09/09/2024,PUBLIC HEALTH,TURNING POINT,09/09/2024,-265.00 ,CONTRACTED SERVICES,V002262424
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,06/09/2024,207.00 ,EQUIPMENT - GENERAL,V002262730
ROCHDALE BOROUGH COUNCIL,13/09/2024,CHILDREN’S SOCIAL CARE,CAR 2000 HEYWOOD LLP,13/09/2024,320.40 ,ACTIVITIES,V002262958
ROCHDALE BOROUGH COUNCIL,05/09/2024,EARLY HELP AND SCHOOLS,SECURITY PLUS LIMITED,05/09/2024,73.26 ,TRANSACTIONS-EXPENDITURE,V002262963
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANCOTYP POSTALIA LTD - RENTAL,06/09/2024,204.00 ,EQUIPMENT - GENERAL,V002262964
ROCHDALE BOROUGH COUNCIL,16/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DAISY CORPORATE SERVICES TRADING LTD,16/09/2024,34.18 ,COMMUNICATION AND COMPUTING - GENERAL,V002263070
ROCHDALE BOROUGH COUNCIL,13/09/2024,CHILDREN’S SOCIAL CARE,CAR 2000 HEYWOOD LLP,13/09/2024,1090.10 ,ACTIVITIES,V002263103
ROCHDALE BOROUGH COUNCIL,25/09/2024,EARLY HELP AND SCHOOLS,A A ARNOLD LIMITED,25/09/2024,6592.00 ,MINOR BUILDING WORKS,V002263281
ROCHDALE BOROUGH COUNCIL,24/09/2024,PROPERTY AND HIGHWAYS,PTSG ELECTRICAL SERVICES LTD,24/09/2024,70.00 ,REPAIRS & ALTS OF BUILDINGS,V002263340
ROCHDALE BOROUGH COUNCIL,06/09/2024,CHILDREN’S SOCIAL CARE,CAPSTONE FOSTER CARE,06/09/2024,3732.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002263345
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10/09/2024,25.45 ,BUILDING MATERIALS,V002263426
ROCHDALE BOROUGH COUNCIL,24/09/2024,EARLY HELP AND SCHOOLS,EASY CARS MIDDELTON,24/09/2024,954.00 ,TAXI HIRE,V002268240
ROCHDALE BOROUGH COUNCIL,17/09/2024,PROPERTY AND HIGHWAYS,CAS FM LIMITED,17/09/2024,1505.70 ,SPECIFIED MAINTENANCE,V002268410
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOFFAT AND RILEY HEATING SERVICES LTD,06/09/2024,3006.65 ,MINOR BUILDING WORKS,V002268411
ROCHDALE BOROUGH COUNCIL,03/09/2024,PROPERTY AND HIGHWAYS,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,03/09/2024,150.00 ,TRAINING-QUALIFICATION,V002268494
ROCHDALE BOROUGH COUNCIL,13/09/2024,EARLY HELP AND SCHOOLS,GORSE HILL STUDIOS CREATIVE COMMUNITY,13/09/2024,2730.00 ,CURRICULUM DEVELOPMENT,V002268503
ROCHDALE BOROUGH COUNCIL,13/09/2024,PUBLIC HEALTH,TURNING POINT,13/09/2024,2650.00 ,CONTRACTED SERVICES,V002268694
ROCHDALE BOROUGH COUNCIL,13/09/2024,PUBLIC HEALTH,TURNING POINT,13/09/2024,165.00 ,CONTRACTED SERVICES,V002268695
ROCHDALE BOROUGH COUNCIL,13/09/2024,PUBLIC HEALTH,TURNING POINT,13/09/2024,2015.00 ,CONTRACTED SERVICES,V002268696
ROCHDALE BOROUGH COUNCIL,12/09/2024,RESOURCES,KENNEDYS LAW LLP,12/09/2024,0.00 ,INPUT VAT -  ADJUSTMENTS,V002270327
ROCHDALE BOROUGH COUNCIL,04/09/2024,PROPERTY AND HIGHWAYS,ROCHDALE GLASS AND GLAZING CO LTD,04/09/2024,47.00 ,PROPERTY - WORKS ELEMENT,V002270335
ROCHDALE BOROUGH COUNCIL,26/09/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,26/09/2024,660.00 ,MATERIAL - GENERAL,V002270557
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TTC COMMERCIAL SERVICES LTD,24/09/2024,2.48 ,EQUIPMENT - GENERAL,V002270626
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TTC COMMERCIAL SERVICES LTD,24/09/2024,1.72 ,EQUIPMENT - GENERAL,V002270626
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,14.50 ,CLEANING MATERIALS,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,7.92 ,CLEANING MATERIALS,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,14.28 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,7.14 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,15.00 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,17.98 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,3.75 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,3.75 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,5.90 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,5.90 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,26.00 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,26.00 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,15.95 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,2.50 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,19.50 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,15.90 ,CONSUMABLES,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,11.00 ,CONSUMABLES,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,35.85 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,25.50 ,CLEANING EQUIPMENT,V002270629
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,27/09/2024,78.60 ,CONSUMABLES,V002270629
ROCHDALE BOROUGH COUNCIL,02/09/2024,PROPERTY AND HIGHWAYS,AGGREGATE INDUSTRIES UK LIMITED,02/09/2024,1536.07 ,MATERIAL - GENERAL,V002270707
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,09/09/2024,361.92 ,HOME CARE - CHILDRENS SERVICES,V002271829
ROCHDALE BOROUGH COUNCIL,04/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE GLASS AND GLAZING CO LTD,04/09/2024,90.00 ,BUILDING MATERIALS,V002272093
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,IDL ENGINEERING SERVICES LTD,06/09/2024,196.00 ,CLEANING MATERIALS,V002272228
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,IDL ENGINEERING SERVICES LTD,06/09/2024,196.00 ,CLEANING MATERIALS,V002272228
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,06/09/2024,98.00 ,EQUIPMENT - GENERAL,V002272993
ROCHDALE BOROUGH COUNCIL,13/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,HOWDENS JOINERY LIMITED,13/09/2024,10.46 ,BUILDING MATERIALS,V002275191
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,CANONBIE PRIMARY SCHOOL,10/09/2024,180.00 ,ACTIVITIES,V002275463
ROCHDALE BOROUGH COUNCIL,24/09/2024,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,24/09/2024,29.90 ,EXPENSES - GENERAL,V002275577
ROCHDALE BOROUGH COUNCIL,24/09/2024,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,24/09/2024,29.90 ,EXPENSES - GENERAL,V002275577
ROCHDALE BOROUGH COUNCIL,24/09/2024,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,24/09/2024,29.90 ,EXPENSES - GENERAL,V002275577
ROCHDALE BOROUGH COUNCIL,05/09/2024,EARLY HELP AND SCHOOLS,PRESTIGE NURSING AND CARE,05/09/2024,1233.60 ,SEN COSTS MET BY SCHOOLS,V002275593
ROCHDALE BOROUGH COUNCIL,05/09/2024,EARLY HELP AND SCHOOLS,PRESTIGE NURSING AND CARE,05/09/2024,93.24 ,SEN COSTS MET BY SCHOOLS,V002275595
ROCHDALE BOROUGH COUNCIL,25/09/2024,PROPERTY AND HIGHWAYS,SHRED STATION,25/09/2024,111.65 ,CONTRACTS,V002275599
ROCHDALE BOROUGH COUNCIL,24/09/2024,RESOURCES,JACOBS ENFORCEMENT LTD,24/09/2024,0.00 ,INPUT VAT -  ADJUSTMENTS,V002275646
