ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,31-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,SYNTAX CONTROLS LIMITED,31-Jan-25,400.00 ,REPAIRS & ALTS OF BUILDINGS,V002229582
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,OTIS LTD,24-Jan-25,"3,762.36 ",SPECIFIED MAINTENANCE,V002229596
ROCHDALE BOROUGH COUNCIL,20-Jan-25,PUBLIC HEALTH,GMCA,20-Jan-25,"6,624.00 ",CONTRACTED SERVICES,V002229713
ROCHDALE BOROUGH COUNCIL,31-Jan-25,PUBLIC HEALTH,SPIN PRINT SOLUTIONS,31-Jan-25,33.00 ,ACTIVITIES,V002230103
ROCHDALE BOROUGH COUNCIL,31-Jan-25,CHILDREN’S SOCIAL CARE,HOPWOOD HALL COLLEGE,31-Jan-25,400.00 ,ROOM HIRE,V002230475
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,86.33 ,PROPERTY - WORKS ELEMENT,V002231103
ROCHDALE BOROUGH COUNCIL,13-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,13-Jan-25,231.44 ,PROPERTY - WORKS ELEMENT,V002234236
ROCHDALE BOROUGH COUNCIL,13-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,13-Jan-25,570.71 ,PROPERTY - WORKS ELEMENT,V002236276
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,152.96 ,PROPERTY - WORKS ELEMENT,V002242944
ROCHDALE BOROUGH COUNCIL,20-Jan-25,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,20-Jan-25,84.88 ,REPAIRS & ALTS OF BUILDINGS,V002243816
ROCHDALE BOROUGH COUNCIL,20-Jan-25,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,20-Jan-25,33.99 ,REPAIRS & ALTS OF BUILDINGS,V002243818
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,112.68 ,PROPERTY - WORKS ELEMENT,V002244440
ROCHDALE BOROUGH COUNCIL,29-Jan-25,RESOURCES,TREE HEROES LTD,29-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002246807
ROCHDALE BOROUGH COUNCIL,28-Jan-25,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,28-Jan-25,180.00 ,REPAIRS & ALTS OF BUILDINGS,V002246814
ROCHDALE BOROUGH COUNCIL,27-Jan-25,ECONOMY DIRECTORATE,HOMEFRONT ELECTRICAL FIRE AND SECURITY,27-Jan-25,141.74 ,SECURITY,V002247003
ROCHDALE BOROUGH COUNCIL,27-Jan-25,ECONOMY DIRECTORATE,HOMEFRONT ELECTRICAL FIRE AND SECURITY,27-Jan-25,"1,694.17 ",SECURITY,V002247003
ROCHDALE BOROUGH COUNCIL,07-Jan-25,ECONOMY DIRECTORATE,WATER PLUS LTD,07-Jan-25,"1,544.66 ",WATER CHARGES,V002249434
ROCHDALE BOROUGH COUNCIL,22-Jan-25,PUBLIC HEALTH,ROADVERT LTD,22-Jan-25,500.00 ,ADVERTISING/PUBLICITY,V002249465
ROCHDALE BOROUGH COUNCIL,22-Jan-25,PUBLIC HEALTH,ANIMAL WARDENS LIMITED,22-Jan-25,342.00 ,FEES / COMMISSION,V002249488
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,90.48 ,PROPERTY - WORKS ELEMENT,V002254636
ROCHDALE BOROUGH COUNCIL,14-Jan-25,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,14-Jan-25,129.75 ,GAS,V002257621
ROCHDALE BOROUGH COUNCIL,31-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,31-Jan-25,90.20 ,PROPERTY - WORKS ELEMENT,V002257986
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,146.00 ,PROPERTY - WORKS ELEMENT,V002260067
ROCHDALE BOROUGH COUNCIL,14-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,TTC COMMERCIAL SERVICES LTD,14-Jan-25,4.20 ,EQUIPMENT - GENERAL,V002260202
ROCHDALE BOROUGH COUNCIL,31-Jan-25,ADULT CARE LCO FUNCTIONS,POSTURITE UK LTD,31-Jan-25,109.66 ,TRAINING,V002260234
ROCHDALE BOROUGH COUNCIL,14-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GAP GROUP LTD,14-Jan-25,445.00 ,EQUIPMENT - GENERAL,V002260310
ROCHDALE BOROUGH COUNCIL,22-Jan-25,ECONOMY DIRECTORATE,GLOBAL MEDIA GROUP SERVICES LTD,22-Jan-25,440.00 ,MARKETING EXPENDITURE,V002260802
ROCHDALE BOROUGH COUNCIL,13-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,CONSTELLIA  PUBLIC LTD,13-Jan-25,"1,000.00 ",MINOR BUILDING WORKS,V002260864
ROCHDALE BOROUGH COUNCIL,13-Jan-25,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,13-Jan-25,783.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002261801
ROCHDALE BOROUGH COUNCIL,21-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,LK CONSULT LTD,21-Jan-25,"1,335.00 ",SITE INVESTIGATION,V002262369
ROCHDALE BOROUGH COUNCIL,21-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,LK CONSULT LTD,21-Jan-25,"1,655.00 ",SITE INVESTIGATION,V002262370
ROCHDALE BOROUGH COUNCIL,22-Jan-25,CHILDREN’S SOCIAL CARE,YORKSHIRE STREET SURGERY,22-Jan-25,73.86 ,MEDICAL FEES,V002262549
ROCHDALE BOROUGH COUNCIL,22-Jan-25,ECONOMY DIRECTORATE,GLOBAL MEDIA GROUP SERVICES LTD,22-Jan-25,596.00 ,MARKETING EXPENDITURE,V002262658
ROCHDALE BOROUGH COUNCIL,22-Jan-25,ECONOMY DIRECTORATE,GLOBAL MEDIA GROUP SERVICES LTD,22-Jan-25,438.00 ,MARKETING EXPENDITURE,V002262923
ROCHDALE BOROUGH COUNCIL,21-Jan-25,ADULT CARE LCO FUNCTIONS,MILLBROOK HEALTHCARE LTD,21-Jan-25,910.00 ,MAINTENANCE HOISTS,V002263403
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,254.74 ,PROPERTY - WORKS ELEMENT,V002268205
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,OTIS LTD,24-Jan-25,"4,037.04 ",SPECIFIED MAINTENANCE,V002268323
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,MECHPLANT NORTH WEST LIMITED,17-Jan-25,179.40 ,ENVIRONMENTAL WORKS LANDSCAPE,V002268369
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,MECHPLANT NORTH WEST LIMITED,17-Jan-25,184.85 ,ENVIRONMENTAL WORKS LANDSCAPE,V002268369
ROCHDALE BOROUGH COUNCIL,22-Jan-25,EARLY HELP AND SCHOOLS,EDFORALL LTD,22-Jan-25,"2,100.00 ",OTHER EST - SEN PROVISION,V002268392
ROCHDALE BOROUGH COUNCIL,17-Jan-25,PUBLIC HEALTH,STAFFORDSHIRE COUNTY COUNCIL,17-Jan-25,154.40 ,ENV HEALTH-SAMPLES,V002268409
ROCHDALE BOROUGH COUNCIL,17-Jan-25,EARLY HELP AND SCHOOLS,MILLENNIUM TRANSLATIONS LTD,17-Jan-25,42.80 ,TRANSLATION & INTERPRETATION,V002269610
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,23-Jan-25,39.85 ,PROPERTY - WORKS ELEMENT,V002270350
ROCHDALE BOROUGH COUNCIL,17-Jan-25,PUBLIC HEALTH,CABASA CIC,17-Jan-25,100.00 ,ACTIVITIES,V002270415
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,NISBETS PLC,17-Jan-25,46.68 ,CATERING - GENERAL,V002270564
ROCHDALE BOROUGH COUNCIL,13-Jan-25,EARLY HELP AND SCHOOLS,MILLENNIUM TRANSLATIONS LTD,13-Jan-25,70.00 ,TRANSLATION & INTERPRETATION,V002272085
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,106.28 ,PROPERTY - WORKS ELEMENT,V002272242
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,142.25 ,PROPERTY - WORKS ELEMENT,V002272243
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,51.80 ,PROPERTY - WORKS ELEMENT,V002272244
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,421.06 ,PROPERTY - WORKS ELEMENT,V002272245
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,243.03 ,PROPERTY - WORKS ELEMENT,V002272246
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,110.03 ,PROPERTY - WORKS ELEMENT,V002272247
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,169.40 ,PROPERTY - WORKS ELEMENT,V002272250
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,26.00 ,PROPERTY - WORKS ELEMENT,V002272251
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,165.23 ,PROPERTY - WORKS ELEMENT,V002272252
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,182.63 ,PROPERTY - WORKS ELEMENT,V002272253
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,117.53 ,PROPERTY - WORKS ELEMENT,V002272254
ROCHDALE BOROUGH COUNCIL,13-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,13-Jan-25,81.95 ,PROPERTY - WORKS ELEMENT,V002272255
ROCHDALE BOROUGH COUNCIL,13-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,13-Jan-25,30.85 ,PROPERTY - WORKS ELEMENT,V002272256
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,74.45 ,PROPERTY - WORKS ELEMENT,V002272257
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,116.81 ,PROPERTY - WORKS ELEMENT,V002272258
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,133.81 ,PROPERTY - WORKS ELEMENT,V002272259
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,38.35 ,PROPERTY - WORKS ELEMENT,V002272260
ROCHDALE BOROUGH COUNCIL,17-Jan-25,EARLY HELP AND SCHOOLS,SYNTAX CONTROLS LIMITED,17-Jan-25,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002275582
ROCHDALE BOROUGH COUNCIL,14-Jan-25,ADULT CARE LCO FUNCTIONS,TARGET FIRE PROTECTION LTD,14-Jan-25,68.35 ,REPAIRS & ALTS OF BUILDINGS,V002277237
ROCHDALE BOROUGH COUNCIL,23-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,23-Jan-25,355.00 ,EQUIPMENT - GENERAL,V002277597
ROCHDALE BOROUGH COUNCIL,14-Jan-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,14-Jan-25,37.00 ,PROPERTY - WORKS ELEMENT,V002277619
ROCHDALE BOROUGH COUNCIL,21-Jan-25,EARLY HELP AND SCHOOLS,PRESTIGE NURSING AND CARE,21-Jan-25,995.90 ,SEN COSTS MET BY SCHOOLS,V002285290
ROCHDALE BOROUGH COUNCIL,17-Jan-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,17-Jan-25,"9,083.80 ","DEV CAP - NEW CONSTRUCTION,CONVERSION",V002285561
ROCHDALE BOROUGH COUNCIL,17-Jan-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,17-Jan-25,246.69 ,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V002285562
ROCHDALE BOROUGH COUNCIL,21-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,21-Jan-25,28.66 ,BUILDING MATERIALS,V002285802
ROCHDALE BOROUGH COUNCIL,06-Jan-25,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,06-Jan-25,"5,101.34 ",CONSULTANTS FEES,V002287600
ROCHDALE BOROUGH COUNCIL,21-Jan-25,CHILDREN’S SOCIAL CARE,LIFE CHANGE CARE LTD,21-Jan-25,299.98 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002287604
ROCHDALE BOROUGH COUNCIL,13-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,CONSTELLIA  PUBLIC LTD,13-Jan-25,"1,000.00 ",MINOR BUILDING WORKS,V002287965
ROCHDALE BOROUGH COUNCIL,08-Jan-25,RESOURCES,PERSONA CARE AND SUPPORT LTD,08-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002289768
ROCHDALE BOROUGH COUNCIL,08-Jan-25,RESOURCES,PERSONA CARE AND SUPPORT LTD,08-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002289772
ROCHDALE BOROUGH COUNCIL,08-Jan-25,RESOURCES,PERSONA CARE AND SUPPORT LTD,08-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002289773
ROCHDALE BOROUGH COUNCIL,23-Jan-25,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,23-Jan-25,45.00 ,PROPERTY - WORKS ELEMENT,V002290008
ROCHDALE BOROUGH COUNCIL,08-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,08-Jan-25,109.25 ,REPAIRS & ALTS OF BUILDINGS,V002290069
ROCHDALE BOROUGH COUNCIL,17-Jan-25,EARLY HELP AND SCHOOLS,ASPRIS CHILDRENS SERVICES,17-Jan-25,"2,066.20 ",OTHER EST - SEN PROVISION,V002290081
ROCHDALE BOROUGH COUNCIL,08-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,08-Jan-25,142.35 ,REPAIRS & ALTS OF BUILDINGS,V002290082
ROCHDALE BOROUGH COUNCIL,08-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,08-Jan-25,142.35 ,REPAIRS & ALTS OF BUILDINGS,V002290086
ROCHDALE BOROUGH COUNCIL,17-Jan-25,ECONOMY DIRECTORATE,DWF COMPANY SECRETARIAL SERVICES LTD,17-Jan-25,"1,326.00 ",PROFESSIONAL FEES,V002290096
ROCHDALE BOROUGH COUNCIL,07-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,07-Jan-25,8.51 ,REPAIRS & ALTS OF BUILDINGS,V002290154
ROCHDALE BOROUGH COUNCIL,08-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,08-Jan-25,109.25 ,REPAIRS & ALTS OF BUILDINGS,V002290155
ROCHDALE BOROUGH COUNCIL,13-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,CONSTELLIA  PUBLIC LTD,13-Jan-25,"1,000.00 ",MINOR BUILDING WORKS,V002290630
ROCHDALE BOROUGH COUNCIL,27-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,27-Jan-25,355.00 ,EQUIPMENT - GENERAL,V002295525
ROCHDALE BOROUGH COUNCIL,20-Jan-25,RESOURCES,YOUR TRUST CHARITY,20-Jan-25,436.96 ,EXPENSES - GENERAL,V002296364
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,17-Jan-25,12.00 ,EQUIPMENT - GENERAL,V002296526
ROCHDALE BOROUGH COUNCIL,28-Jan-25,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,28-Jan-25,35.00 ,TRANSLATION & INTERPRETATION,V002297563
ROCHDALE BOROUGH COUNCIL,28-Jan-25,RESOURCES,FORBES SOLICITORS,28-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002299458
ROCHDALE BOROUGH COUNCIL,07-Jan-25,ECONOMY DIRECTORATE,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,07-Jan-25,75.00 ,CONDITION SURVEYS,V002300109
ROCHDALE BOROUGH COUNCIL,28-Jan-25,RESOURCES,MARSTON HOLDINGS LIMITED,28-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002300374
ROCHDALE BOROUGH COUNCIL,06-Jan-25,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,06-Jan-25,"5,101.34 ",CONSULTANTS FEES,V002302145
ROCHDALE BOROUGH COUNCIL,27-Jan-25,ECONOMY DIRECTORATE,RCD LEAFLET DISTRIBUTION,27-Jan-25,260.00 ,CONSULTANTS FEES,V002303626
ROCHDALE BOROUGH COUNCIL,27-Jan-25,ECONOMY DIRECTORATE,RCD LEAFLET DISTRIBUTION,27-Jan-25,"1,170.00 ",CONSULTANTS FEES,V002303626
ROCHDALE BOROUGH COUNCIL,27-Jan-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,27-Jan-25,818.10 ,PFI SCHEMES RPIX,V002306321
ROCHDALE BOROUGH COUNCIL,27-Jan-25,CHILDREN’S SOCIAL CARE,ADVANCED CHILD CARE ASSESSMENTS LIMITED,27-Jan-25,364.89 ,PROFESSIONAL FEES,V002306326
ROCHDALE BOROUGH COUNCIL,28-Jan-25,RESOURCES,CDER GROUP LTD,28-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002306517
ROCHDALE BOROUGH COUNCIL,21-Jan-25,EARLY HELP AND SCHOOLS,CONNECT CARS UK LTD,21-Jan-25,702.00 ,TAXI HIRE,V002306841
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,17-Jan-25,232.00 ,EQUIPMENT - GENERAL,V002306857
ROCHDALE BOROUGH COUNCIL,27-Jan-25,RESOURCES,GAMMA BUSINESS COMMUNICATIONS,27-Jan-25,"3,401.99 ",TELEPHONE EXPENDITURE,V002306861
ROCHDALE BOROUGH COUNCIL,27-Jan-25,RESOURCES,GAMMA BUSINESS COMMUNICATIONS,27-Jan-25,965.71 ,TELEPHONE EXPENDITURE,V002306861
ROCHDALE BOROUGH COUNCIL,28-Jan-25,RESOURCES,CDER GROUP LTD,28-Jan-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002307001
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PUBLIC HEALTH,JCDECAUX UK LTD,24-Jan-25,348.00 ,ACTIVITIES,V002307017
ROCHDALE BOROUGH COUNCIL,14-Jan-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,14-Jan-25,95.57 ,REPAIRS & ALTS OF BUILDINGS,V002307375
ROCHDALE BOROUGH COUNCIL,24-Jan-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24-Jan-25,434.74 ,DIRECT PAYMENTS,V002307985
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,BRITISH TELECOMMUNICATIONS PLC,24-Jan-25,"2,125.25 ",TRAFFIC CONTROL,V002308177
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,BRITISH TELECOMMUNICATIONS PLC,24-Jan-25,"2,125.25 ",TRAFFIC CONTROL,V002308177
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,BRITISH TELECOMMUNICATIONS PLC,24-Jan-25,"2,125.25 ",TRAFFIC CONTROL,V002308177
ROCHDALE BOROUGH COUNCIL,09-Jan-25,ECONOMY DIRECTORATE,CLOVER SECURITY SERVICES LIMITED,09-Jan-25,320.00 ,REPAIRS & ALTS OF BUILDINGS,V002308342
ROCHDALE BOROUGH COUNCIL,27-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,27-Jan-25,90.00 ,TRAINING-QUALIFICATION,V002309331
ROCHDALE BOROUGH COUNCIL,27-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,27-Jan-25,60.00 ,TRAINING-QUALIFICATION,V002309331
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PROPERTY AND HIGHWAYS,OTIS LTD,24-Jan-25,"4,037.04 ",SPECIFIED MAINTENANCE,V002309392
ROCHDALE BOROUGH COUNCIL,06-Jan-25,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,06-Jan-25,"1,675.01 ",CONSULTANTS FEES,V002309605
ROCHDALE BOROUGH COUNCIL,24-Jan-25,PUBLIC HEALTH,FOOTFALLCAM,24-Jan-25,"1,548.00 ",SECURITY,V002309613
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,17-Jan-25,512.00 ,EQUIPMENT - GENERAL,V002311446
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,201.60 ,TAXI HIRE,V002313054
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,201.60 ,TAXI HIRE,V002313054
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,201.60 ,TAXI HIRE,V002313054
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,236.80 ,TAXI HIRE,V002313056
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,236.80 ,TAXI HIRE,V002313056
ROCHDALE BOROUGH COUNCIL,14-Jan-25,EARLY HELP AND SCHOOLS,ROCHDALE TOWN TAXIS LTD,14-Jan-25,236.80 ,TAXI HIRE,V002313056
ROCHDALE BOROUGH COUNCIL,17-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,17-Jan-25,98.00 ,EQUIPMENT - GENERAL,V002313068
ROCHDALE BOROUGH COUNCIL,16-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,PLAY AND LEISURE LIMITED,16-Jan-25,"12,724.72 ",MAINTENANCE,V002313103
ROCHDALE BOROUGH COUNCIL,09-Jan-25,NEIGHBOURHOODS AND ENVIRONMENT,PLAY AND LEISURE LIMITED,09-Jan-25,"11,022.00 ",ENVIRONMENTAL WORKS LANDSCAPE,V002313104
ROCHDALE BOROUGH COUNCIL,17-Jan-25,PUBLIC HEALTH,TTC COMMERCIAL SERVICES LTD,17-Jan-25,2.40 ,EQUIPMENT - GENERAL,V002313188
ROCHDALE BOROUGH COUNCIL,21-Jan-25,BUSINESS RATES BID INCOME,STAKEHILL BID LTD,21-Jan-25,"27,315.68 ",TRANSACTIONS-EXPENDITURE,V002313224
ROCHDALE BOROUGH COUNCIL,21-Jan-25,BUSINESS RATES BID INCOME,STAKEHILL BID LTD,21-Jan-25,"30,871.28 ",TRANSACTIONS-EXPENDITURE,V002313224
